,DEPT,TDEP,BS,CALI,TENS,TEM2,NPHI,NDSN,FDSN,NRAT,NLIM,NPHS,NPHD,GR,DCAL,BHV,AHV,BHVT,AHVT,RHOB,DRHO,PE,DPHI,DLIM,DPHD,DPHS,CS,MINM,RT90,RT60,RT30,RT20,RT10,NHI,NLO,NBA,NDE,NPK,NLI,FHI,FLO,FBA,FDE,FPK,FLI,DT,TTI,VP,VS,RHO_MIN,VP/VS,AI,COR_RHO,clusters,LIT,IGR,VSH
199,5098.6944,5098.6944,12.25,11.7838,7258.442,-23.0529,7.5323,17332.2723,2902.3812,6.2622,7.5323,11.3854,6.1638,17.1717,-0.4662,0.0054,0.0018,2.2413,0.8177,2.599,-0.0148,4.8413,0.030899999999999997,6.4904,14.4912,3.09,4.7944,0.0,246.8472,257.8226,256.8453,255.3769,254.2606,139.8483,147.057,9193.5886,5676.3851,3170.2382,2870.2768,93.4304,85.0518,2949.5008,2430.897,1330.5321,786.7478,57.6837,3.5256,5283.988371064963,2920.4138,2.8107111996945964,1.809328643032306,2033.0851754770922,2.5842,0,0,0.2538075452883497,0.1391603573359167
200,5098.542,5098.542,12.25,11.7837,7310.3882,-23.0529,8.3326,17021.7907,2550.3508,6.5973,8.3326,12.2795,6.946,16.93,-0.4663,0.0054,0.0018,2.2495,0.8204,2.5585,-0.0162,4.9444,0.055467,8.8608,16.6588,5.5467,3.946,0.0,311.4369,318.5992,307.9092,316.9186,327.0216,141.3672,152.8111,9281.5337,5629.2429,3184.5766,2823.0931,84.7777,87.8055,2892.9891,2385.0116,1283.2221,810.5949,59.4387,3.5552,5127.972179741482,2883.3916,2.7910685805422646,1.7784515211054412,2004.2885205165067,2.5423,0,0,0.24845160932912305,0.1356897870764238
201,5098.3896,5098.3896,12.25,11.7771,7245.2061,-23.0529,9.4252,16092.5039,2404.3716,7.0486,9.4252,13.4918,8.0107,15.709,-0.4729,0.0054,0.0018,2.263,0.8249,2.5077,-0.0204,4.989,0.08626099999999999,11.8322,19.3759,8.6261,3.5,0.0,498.2708,480.476,436.9041,489.1683,605.1616,141.3004,152.5495,9406.5784,5621.9651,3251.7788,2901.6173,86.18,97.0185,2927.5743,2371.879,1242.2678,751.9941,60.7596,3.5855,5016.491221140363,2830.112,2.768650883027067,1.7725415509416276,2000.4351481996905,2.4873,0,0,0.22139493656861117,0.1185459848678571
202,5098.2372,5098.2372,12.25,11.782,7201.6616,-23.0529,10.8122,15795.7276,2261.9312,7.6124,10.8122,15.0165,9.3569,15.0928,-0.468,0.0054,0.0018,2.2712,0.8276,2.5081,-0.0203,4.9073,0.08598900000000001,11.8059,19.3519,8.5989,3.5,0.0,630.296,592.847,522.4589,575.5473,671.2475,142.9163,152.6776,9262.4918,5593.8997,3270.8504,2929.3463,85.9104,82.869,2917.3183,2393.7002,1246.5303,797.4952,61.8196,3.6164,4930.475124394205,2787.4138,2.8121559226710384,1.7688350010750107,1965.8207903967962,2.4878,0,0,0.20774029139659855,0.11013515447243928
203,5098.0848,5098.0848,12.25,11.7884,7193.5271,-23.0529,12.0251,15905.0665,2078.1001,8.0995,12.0251,16.3395,10.5302,15.4483,-0.4616,0.0054,0.0018,2.2847,0.8321,2.5131,-0.0203,4.8191,0.08296300000000001,11.514,19.085,8.2963,3.4152,0.0,798.7046,727.5021,624.7131,654.7537,718.4839,151.4197,148.3636,9186.8041,5521.8755,3202.5082,2877.9233,83.6933,78.64,2923.9333,2463.2204,1231.6535,748.213,62.6936,3.6477,4861.740273329335,2752.9531,2.8566102376927964,1.766009100982907,1934.559020066585,2.4928,0,0,0.2156179713035289,0.11496811692269661
204,5097.9324,5097.9324,12.25,11.7911,7206.3326,-23.0529,12.1669,15819.5407,2060.74,8.1572,12.1669,16.4932,10.6669,16.3714,-0.4589,0.0054,0.0018,2.2929,0.8348,2.5086,-0.0181,4.8694,0.085695,11.7776,19.326,8.5695,3.5,0.0,883.5341,796.9567,679.08,690.0889,738.3017,142.0695,145.3196,9171.011,5511.6358,3127.3972,2816.6643,98.7824,83.0686,2862.6247,2385.6879,1203.9698,763.176,63.1472,3.6793,4826.817341069755,2735.4377,2.856098668952821,1.7645502448041146,1924.1080048910765,2.4905,0,0,0.23607334773696753,0.12776676388297425
205,5097.78,5097.78,12.25,11.8061,7290.9268,-23.0529,12.7259,15786.4994,2056.9998,8.3801,12.7259,17.0981,11.2058,16.7368,-0.4439,0.0054,0.0018,2.3022,0.8379,2.5022,-0.0133,4.9473,0.089602,12.1545,19.6707,8.9602,4.08,0.0,979.5396,875.5721,741.519,731.618,761.1443,134.9343,141.6464,9209.4945,5504.4743,3132.207,2799.5352,79.6295,79.5,2859.4067,2376.0552,1249.8888,802.9447,63.3003,3.7109,4815.143056194046,2729.5686,2.8670590702167082,1.7640674244245946,1924.363782349151,2.4889,0,0,0.24417040607168577,0.13293410009604137
206,5097.6276,5097.6276,12.25,11.8176,7239.4629,-23.0529,13.4373,15963.9495,1923.911,8.6616,13.4373,17.8649,11.8905,16.0101,-0.4324,0.0054,0.0018,2.3147,0.8421,2.4995,-0.0077,4.9777,0.09120400000000001,12.3092,19.8121,9.1204,3.7828,0.0,1099.2976,974.6936,823.3426,788.056,793.1911,141.2206,147.5244,9295.3051,5581.1312,3146.3428,2823.5928,95.0645,93.3992,2992.7166,2467.7027,1302.0127,801.842,63.3609,3.7426,4810.537729104227,2727.2532,2.887502353785175,1.7638764802872655,1924.6000116440198,2.4918,0,0,0.22806714309456544,0.1227141219465693
207,5097.4752,5097.4752,12.25,11.8168,7165.1075,-23.0529,13.8849,15840.144,1820.3995,8.8358,13.8849,18.3455,12.3206,15.3415,-0.4332,0.0054,0.0018,2.3243,0.8454,2.509,-0.0036,4.898,0.085469,11.7558,19.3061,8.5469,4.6728,0.0,1171.3957,1038.4568,877.966,828.8445,818.7912,146.7869,152.0547,9346.8713,5578.5142,3197.5385,2841.4913,86.0037,95.906,3115.6984,2662.5105,1325.6601,863.3492,63.2244,3.7743,4820.92356748344,2732.4746,2.913542456549432,1.7643068121998513,1921.4521990767,2.5054,0,0,0.21325134341587726,0.11351063862356843
208,5097.3228,5097.3228,12.25,11.8093,7214.2375,-23.0529,13.8497,15795.6519,1873.6913,8.8191,13.8497,18.3077,12.2867,14.9602,-0.4407,0.0054,0.0018,2.3365,0.8495,2.5251,-0.0021,4.6894,0.075668,10.8101,18.4413,7.5668,5.3456,0.0,1242.4355,1106.3552,940.6487,879.1073,853.9507,143.5635,148.6332,9337.5021,5564.8399,3238.136,2844.0332,79.7082,100.2432,3173.0501,2652.4807,1336.0887,821.9329,62.745,3.8058,4857.757590246235,2750.956,2.9310402865689382,1.7658433990498845,1923.7882025449426,2.523,0,0,0.20480195003046925,0.10834595181240106
209,5097.1704,5097.1704,12.25,11.783,7266.2882,-23.0529,12.7024,16535.1378,2035.8849,8.3632,12.7024,17.0672,11.1811,15.6856,-0.467,0.0054,0.0018,2.3463,0.8527,2.551,-0.0029,4.4461,0.059985,9.2968,17.0575,5.9985,5.1112,0.0,1277.05,1144.455,982.9926,916.9583,884.0007,148.9652,158.4143,9258.0329,5607.4163,3197.5899,2858.1573,98.1998,82.2484,3239.9269,2651.4121,1364.8244,832.8844,61.9252,3.8368,4922.0672682526665,2783.1973,2.922188009750555,1.7684938574224123,1929.4658048814842,2.5481000000000003,0,0,0.22087640573929426,0.11822366956253227
210,5097.018,5097.018,12.25,11.778,7306.9141,-23.0529,9.4729,16536.5519,2468.0125,7.066,9.4729,13.5433,8.0567,16.0889,-0.472,0.0054,0.0018,2.3582,0.8567,2.6002,-0.0006,4.2621,0.030198,6.4226,14.4292,3.0198,4.818,0.0,1298.9134,1173.5522,1023.2228,957.0809,919.2863,156.1402,160.1156,9246.4609,5631.4244,3222.9125,2891.3839,89.6595,91.7382,3273.183,2628.3928,1421.802,818.3334,60.7589,3.8674,5016.549015864342,2830.1372,2.8722890714493228,1.7725462226358237,1929.2935219845945,2.5996,0,0,0.22981330674200873,0.12381133305298167
211,5096.8656,5096.8656,12.25,11.7757,7268.4373,-23.0529,8.1355,17075.2746,2636.4339,6.5133,8.1355,12.0599,6.7536,16.5455,-0.4743,0.0054,0.0018,2.3682,0.86,2.6343,0.0006,4.3875,0.009545,4.4297,12.6069,0.9545,3.9688,0.0,1292.5269,1174.1572,1037.5156,977.6247,941.903,144.2064,154.8407,9334.248,5629.4327,3215.4398,2897.0966,91.211,77.1893,3144.6977,2575.3158,1388.4758,812.5689,59.2491,3.8971,5144.381939978835,2889.3882,2.8675930310402826,1.7804398762302611,1952.8458945370062,2.6349,0,0,0.2399313057448341,0.13022158069655243
212,5096.7132,5096.7132,12.25,11.7731,7209.4807,-23.0529,7.7165,17692.8206,2925.9496,6.3374,7.7165,11.5917,6.344,17.9257,-0.4769,0.0054,0.0018,2.3799,0.8639,2.6566,0.0011,4.6386,-0.003971,3.1256,11.4143,-0.3971,4.0132,0.0,1266.5777,1156.0969,1037.2443,988.9031,963.043,133.2823,145.6674,9378.0944,5699.2153,3217.3174,2887.5539,75.9491,80.5329,3219.0667,2714.3138,1441.9035,825.5191,57.8654,3.9262,5267.39640614253,2917.6165,2.878737802532414,1.8053765761344684,1982.7585658896824,2.6577,0,0,0.27051576089967316,0.15015411649043428
213,5096.5608,5096.5608,12.25,11.7706,7232.1924,-23.0529,6.5884,17777.2783,3173.9597,5.8593,6.5884,10.3233,5.2383,17.3867,-0.4794,0.0053,0.0018,2.3901,0.8673,2.6619,0.001,4.7669,-0.007233000000000001,2.8108,11.1265,-0.7233,4.0608,0.0,1244.6949,1147.0859,1047.6123,1008.7982,980.0819,140.7185,144.387,9346.851,5667.3347,3199.6686,2895.2366,82.0171,83.4748,3312.4775,2743.3425,1417.4567,862.8561,57.1117,3.9549,5336.90995015032,2929.3313,2.8496460824993903,1.8218867740515876,2004.9250348060857,2.6629,0,0,0.25857182427566344,0.14226927292366814
214,5096.4084,5096.4084,12.25,11.7688,7290.7999,-23.0529,6.1639,18166.9049,3345.5293,5.6778,6.1639,9.8441,4.8216,15.8255,-0.4812,0.0053,0.0018,2.4015,0.871,2.6599,-0.0002,4.7664,-0.005999,2.9299,11.2354,-0.5999,3.9084,0.0,1197.1789,1108.9043,1027.7803,1002.8981,979.9789,136.4257,149.9961,9337.6562,5669.8103,3205.6834,2904.0194,102.3665,88.1954,3391.1265,2819.7602,1466.2082,841.0216,56.7618,3.9833,5369.808568438633,2934.875,2.8346233485833277,1.8296549489973621,2018.800920500257,2.6597,0,0,0.2239765109966207,0.12015412704992035
215,5096.256,5096.256,12.25,11.7688,7225.3382,-23.0529,6.1339,18015.8232,3286.1709,5.6642,6.1339,9.8101,4.792,15.3702,-0.4812,0.0053,0.0018,2.4097,0.8737,2.6553,-0.003,4.7008,-0.003236,3.1965,11.4792,-0.3236,4.044,0.0,1140.4275,1054.8133,984.8137,974.0517,969.2819,145.4744,149.0099,9373.6379,5725.8238,3179.1646,2829.194,75.4191,79.5524,3484.6089,2915.0661,1481.924,869.4476,56.3759,4.0115,5406.565571458726,2941.0698,2.828816793283198,1.8382989505850635,2036.1411409101515,2.6523,0,0,0.21388731926209076,0.11390183208056626
216,5096.1036,5096.1036,12.25,11.7558,7145.2962,-23.0529,6.3161,17556.4364,3196.7804,5.7408,6.3161,10.0163,4.9711,14.9155,-0.4942,0.0053,0.0018,2.423,0.8781,2.6534,-0.0093,4.7179,-0.002069,3.3091,11.5821,-0.2069,4.1964,0.0,1049.726,972.6279,923.0064,930.7145,949.3982,151.1296,146.6836,9378.6943,5733.7219,3179.8765,2829.7618,74.63,72.1053,3505.9487,2836.2146,1503.2532,921.0397,55.9081,4.0396,5451.803942541421,2948.6938,2.8322902868048834,1.8488877530893049,2054.6483540142535,2.6441,0,0,0.203811423189851,0.107744444985328
217,5095.9512,5095.9512,12.25,11.7579,7191.1866,-23.0529,6.3114,17567.0183,3195.1533,5.7387,6.3114,10.011,4.9665,14.798,-0.4921,0.0053,0.0018,2.4313,0.8809,2.6543,-0.0119,4.7878,-0.002617,3.2562,11.5338,-0.2617,4.0512,0.0,1003.9934,934.7847,897.1886,908.6984,938.6924,144.5688,151.6952,9346.0551,5677.6806,3236.3165,2879.7783,80.1862,88.2521,3285.6916,2784.6824,1434.4984,897.3474,55.8373,4.0675,5458.716664308626,2949.859,2.8331088307435484,1.8505009473116125,2056.5560276941665,2.6424000000000003,0,0,0.20120768932469116,0.10616723642423541
218,5095.7988,5095.7988,12.25,11.7577,7259.4797,-23.0529,7.1155,17407.3556,2882.8599,6.0811,7.1155,10.9177,5.7556,15.705,-0.4923,0.0053,0.0018,2.4448,0.8853,2.6399,-0.0133,4.8693,0.0061270000000000005,4.1,12.3053,0.6127,4.0,0.0,937.1469,881.3985,860.7623,853.0308,850.6665,140.2704,156.321,9331.8696,5586.8288,3227.0006,2846.2571,96.9953,92.4934,3287.3493,2774.1062,1397.5921,845.3812,56.3924,4.0957,5404.983650279116,2940.804,2.842131894987861,1.8379272242700475,2047.419845554421,2.6266,0,0,0.22130629882001,0.11849087181552442
219,5095.6464,5095.6464,12.25,11.7563,7220.6274,-23.0529,7.7867,17266.4626,2920.0933,6.3633,7.7867,11.67,6.4126,16.537,-0.4937,0.0053,0.0018,2.4529,0.888,2.62,-0.0144,4.8846,0.018167,5.2617,13.3676,1.8167,4.0,0.0,902.0296,854.0822,841.8704,858.663,908.1268,137.0818,145.3994,9291.4116,5622.6826,3207.7802,2862.9299,92.3457,79.5267,3248.2098,2623.3111,1369.3981,835.4063,57.2714,4.1243,5322.028097794012,2926.824,2.841238736711516,1.8183628889073555,2031.3084342725235,2.6056,0,0,0.23974295052905656,0.13010142527043947
220,5095.494,5095.494,12.25,11.7508,7140.0382,-23.0529,8.5498,16663.6875,2851.9517,6.6818,8.5498,12.5214,7.158,17.6673,-0.4992,0.0053,0.0018,2.4663,0.8924,2.5887,-0.018,4.8786,0.037142,7.0926,15.0419,3.7142,4.1,0.0,850.8197,814.7848,814.109,851.0971,907.678,138.2506,148.2415,9389.153,5693.2607,3183.6274,2884.8197,92.8762,97.843,3296.9357,2648.3402,1397.5168,826.9262,57.8959,4.1532,5264.621501695285,2917.1504,2.830720982567561,1.8047137777381914,2033.6931671090838,2.5707,0,0,0.2647897623400366,0.1463577792029475
221,5095.3416,5095.3416,12.25,11.7606,7174.6612,-23.0529,9.0964,16788.3018,2487.6604,6.9093,9.0964,13.1279,7.6907,17.2967,-0.4894,0.0053,0.0018,2.4745,0.8951,2.5777,-0.0196,4.8535,0.043838999999999996,7.7388,15.6328,4.3839,4.1,0.0,826.5623,796.6182,801.2175,843.8001,903.3315,141.4016,144.8478,9412.88,5670.2811,3169.2768,2882.5698,85.5725,80.2465,3300.5038,2751.0938,1422.0682,861.5035,58.344,4.1824,5224.187577128753,2910.3367,2.8356412727328735,1.7950457866680392,2026.6856411253261,2.5581,0,0,0.2565774749321368,0.14096536729293707
222,5095.1892,5095.1892,12.25,11.7863,7235.9496,-23.0529,10.1095,16401.5418,2342.1738,7.3307,10.1095,14.2465,8.6758,15.5667,-0.4637,0.0054,0.0018,2.488,0.8996,2.5711,-0.0208,4.7679,0.047837,8.1247,15.9856,4.7837,4.0,0.0,795.1777,773.44,784.648,833.328,896.875,138.8918,147.5816,9362.8455,5652.3693,3200.095,2869.4304,114.8567,84.9172,3306.3035,2618.8311,1359.9587,815.9571,58.8586,4.2118,5178.512570805286,2901.305,2.8602577580500723,1.784890831132648,2014.1233599647178,2.5503,0,0,0.218241648662124,0.11658949696518019
223,5095.0368,5095.0368,12.25,11.8222,7173.9118,-23.0529,10.3777,16598.9978,2272.1198,7.4476,10.3777,14.5413,8.9361,15.5645,-0.4278,0.0054,0.0018,2.4962,0.9024,2.5715,-0.0214,4.7238,0.047567000000000005,8.0986,15.9618,4.7567,4.0,0.0,782.0364,763.9414,777.7955,828.6427,893.8005,151.7353,153.1784,9326.7164,5620.8567,3199.1846,2835.8192,95.2582,91.0485,3155.9286,2653.9259,1337.7933,838.038,59.206,4.2414,5148.12687903253,2890.764,2.8692635649832687,1.780888038110098,2001.9937309090144,2.5501,0,0,0.21819289790039337,0.11655931616901163
224,5094.8844,5094.8844,12.25,11.8999,7141.5149,-23.0529,10.5,16008.801,2241.3504,7.5115,10.5,14.6754,9.0547,15.7352,-0.3501,0.0055,0.0019,2.51,0.9071,2.5758,-0.0213,4.7228,0.044952,7.8463,15.7311,4.4952,4.0844,0.0,768.4765,754.3491,770.7617,823.4277,889.9859,154.8142,157.2358,9292.0313,5658.9321,3209.8175,2891.6664,82.3176,87.5899,3144.1673,2624.3536,1446.0793,832.1333,59.4006,4.2711,5131.2613003909055,2884.5933,2.8779888268156424,1.7788508932914533,1992.1039290282263,2.5545,0,0,0.22197551382194894,0.11890714285967188
225,5094.732,5094.732,12.25,11.9157,7140.7354,-23.0529,10.5954,15792.4004,2184.4999,7.5547,10.5954,14.78,9.1472,15.1016,-0.3343,0.0055,0.0019,2.5183,0.91,2.5708,-0.0214,4.7404,0.047983000000000005,8.1387,15.9985,4.7983,4.0,0.0,765.5075,752.4446,769.2399,821.919,888.4967,143.5935,156.9403,9212.2925,5710.4337,3229.7479,2895.9923,83.2667,91.6667,3067.4003,2557.9151,1347.8094,865.1522,59.645,4.3009,5110.235560399027,2876.314,2.875467257836845,1.776661248688347,1987.7997356461128,2.5494000000000003,0,0,0.20793529444352113,0.11025415300749027
226,5094.5796,5094.5796,12.25,11.9151,7200.9733,-23.0529,10.9807,15766.8869,2240.6527,7.7106,10.9807,15.2015,9.5204,15.0106,-0.3349,0.0055,0.0019,2.5278,0.9133,2.5542,-0.0223,4.7429,0.058043,9.1094,16.8861,5.8043,3.9,0.0,766.5178,753.4442,769.6498,821.4402,887.3811,147.3471,154.0568,9317.8264,5707.7764,3233.4072,2851.5437,75.097,80.3381,3135.9609,2600.9412,1319.612,857.2667,59.8656,4.3309,5091.404746632456,2867.0334,2.8692654289575406,1.7758442098009986,1993.3461540335356,2.5319,0,0,0.2059187856628442,0.10902515225901711
227,5094.4272,5094.4272,12.25,11.8951,7243.6763,-23.0529,11.5509,15998.6217,2157.0202,7.9356,11.5509,15.8239,10.0721,16.0034,-0.3549,0.0055,0.0019,2.5405,0.9177,2.5287,-0.0242,4.7643,0.073499,10.6008,18.2499,7.3499,3.9728,0.0,773.8837,759.0564,772.9747,822.2863,886.5471,148.7927,154.3509,9454.5298,5728.4518,3240.6098,2876.6326,93.88,89.4609,3241.6531,2727.1461,1482.7093,873.2075,60.0995,4.3609,5071.589613890299,2857.2678,2.858932425541922,1.774978731209335,2005.6114263812626,2.5045,0,0,0.2279186748656584,0.12262095361164654
228,5094.2748,5094.2748,12.25,11.8701,7214.4937,-23.0529,11.1687,15644.7374,2084.39,7.7777,11.1687,15.4072,9.7024,17.1282,-0.3799,0.0054,0.0019,2.5502,0.921,2.5146,-0.0265,4.8185,0.082042,11.4251,19.0037,8.2042,4.0,0.0,784.684,766.8603,777.5837,823.7171,886.1905,138.3448,145.609,9447.6671,5734.8227,3294.4577,2945.9166,80.5732,81.8601,3381.3902,2874.5339,1476.4362,920.2095,60.4576,4.3912,5041.549780341926,2842.4624,2.830758977972854,1.7736557486863924,2004.911230550356,2.4881,0,0,0.2528436097723118,0.1385338378167054
229,5094.1224,5094.1224,12.25,11.8538,7170.7975,-23.0529,11.0092,16071.2596,2157.8995,7.7084,11.0092,15.233,9.5481,18.5051,-0.3962,0.0054,0.0018,2.5625,0.9252,2.5161,-0.0288,4.8395,0.08117100000000001,11.341,18.9268,8.1171,4.0776,0.0,803.1077,779.9376,785.125,825.5339,885.6041,138.147,144.6992,9487.3231,5724.8001,3335.7882,2982.3221,91.9638,79.3456,3254.3998,2726.968,1434.5169,906.232,60.5764,4.4215,5031.662495625359,2837.5894,2.8273709192410896,1.7732172859783524,1999.7863740015737,2.4873,0,0,0.28335493878455487,0.15877683164203046
230,5093.97,5093.97,12.25,11.8306,7196.2394,-23.0529,10.5069,16183.8315,2272.5004,7.5009,10.5069,14.6827,9.0613,19.3602,-0.4194,0.0054,0.0018,2.5724,0.9285,2.5326,-0.0284,4.8055,0.07112199999999999,10.3714,18.0401,7.1122,4.0,0.0,823.0412,794.0208,792.9729,823.7274,881.9196,137.6342,148.8583,9537.4846,5769.5876,3286.7511,2897.564,96.7382,100.012,3528.4524,2950.2962,1494.9401,910.8211,60.1935,4.4517,5063.669665329313,2853.3643,2.8299388444472253,1.7746313501562254,1999.395745608984,2.5042,0,0,0.3023034734917733,0.17178626149459403
231,5093.8176,5093.8176,12.25,11.8032,7283.2352,-23.0529,9.8047,16530.9591,2480.0162,7.2094,9.8047,13.9109,8.3798,20.1948,-0.4468,0.0054,0.0018,2.5843,0.9326,2.5482,-0.0264,4.7788,0.061669999999999996,9.4594,17.2062,6.167,3.9176,0.0,852.5912,815.1047,804.5554,808.4052,822.8602,146.4956,145.0447,9573.5696,5813.3786,3300.0405,2898.0668,79.6505,76.3715,3693.9352,3168.1779,1654.7364,1003.9939,59.7361,4.4816,5102.442241793488,2872.4736,2.8252026435967283,1.7763234389718587,2002.3711803600536,2.5218,0,0,0.3207977397374107,0.18481764579135057
232,5093.6652,5093.6652,12.25,11.7817,7180.6525,-23.0529,9.4644,16627.2607,2448.3862,7.0653,9.4644,13.5353,8.0489,20.4494,-0.4683,0.0054,0.0018,2.5944,0.9359,2.5525,-0.0233,4.7761,0.059081,9.2096,16.9778,5.9081,4.0,0.0,884.452,838.4376,817.2759,818.9108,832.9787,150.5096,148.1634,9602.1957,5960.6338,3357.9938,3013.1863,83.5984,92.3974,3685.8035,3107.7324,1638.3255,1008.2721,59.5803,4.5114,5115.7849154838095,2878.8708,2.8193329474814326,1.7770109125172997,2004.2252362326383,2.5292000000000003,0,0,0.32643953243587615,0.18885991711957034
233,5093.5128,5093.5128,12.25,11.7682,7120.7615,-23.0529,9.7921,16435.6806,2370.32,7.196,9.7921,13.897,8.3675,20.5437,-0.4818,0.0053,0.0018,2.606,0.9398,2.5511,-0.0194,4.7882,0.059967,9.2951,17.0559,5.9967,4.0872,0.0,927.1829,870.6401,834.7298,854.6116,895.7835,143.2449,144.8644,9532.4721,5889.46,3283.7737,3010.2895,93.3667,81.8496,3563.6431,3115.657,1595.171,967.9326,59.5856,4.5412,5115.329878359872,2878.6755,2.828022822834807,1.776973407533256,2005.1467517384156,2.5317,0,0,0.3285291673591491,0.19036515518031594
234,5093.3604,5093.3604,12.25,11.7667,7129.0525,-23.0529,9.845,16349.2076,2426.3598,7.217,9.845,13.9553,8.4189,19.6714,-0.4833,0.0053,0.0018,2.6163,0.9432,2.5506,-0.0182,4.8109,0.060216000000000006,9.3191,17.0779,6.0216,4.0,0.0,970.993,905.3642,853.163,869.189,901.5585,148.1275,150.4606,9473.9096,5738.0938,3150.6612,2852.1467,98.8815,87.3218,3660.0103,3012.0161,1585.8152,943.0715,59.3963,4.571,5131.632778472734,2884.7314,2.8291276135544345,1.7788944571638727,2011.9316154915443,2.5324,0,0,0.3091994903329455,0.1766062954573425
235,5093.208,5093.208,12.25,11.7636,7182.8935,-23.0529,9.8782,16546.1776,2395.6225,7.2301,9.8782,13.9919,8.4512,19.2777,-0.4864,0.0053,0.0018,2.6277,0.9469,2.5579,-0.0181,4.8414,0.055819,8.8948,16.6899,5.5819,4.0,0.0,1021.5926,946.4655,874.4958,881.8345,905.4353,150.7667,153.2889,9477.6652,5863.1933,3374.9827,3140.1903,89.0964,78.2223,3673.5406,3197.0653,1717.8955,1163.2879,58.9434,4.6006,5171.062409022893,2899.09,2.838269985730423,1.7836846225035223,2021.6046010488653,2.5398,0,0,0.3004753199268739,0.17051616509751696
236,5093.0556,5093.0556,12.25,11.7613,7229.7975,-23.0529,9.5372,16591.102,2568.2471,7.0909,9.5372,13.6157,8.1197,18.75,-0.4887,0.0053,0.0018,2.6358,0.9496,2.5705,-0.0175,4.8331,0.048199,8.1596,16.0176,4.8199,4.0444,0.0,1056.687,975.5458,888.6531,888.1957,905.9163,146.1764,149.086,9620.5087,5954.6999,3495.3812,3277.4189,93.7087,94.4629,3879.4345,3354.9875,1878.9836,1178.2866,58.5926,4.6299,5202.022098353717,2906.6013,2.8414994892928362,1.7897267387499802,2023.7393885834342,2.553,0,0,0.2887817849426625,0.16246786734822855
237,5092.9032,5092.9032,12.25,11.7663,7218.492,-23.0529,8.7552,16735.5246,2655.5904,6.7697,8.7552,12.7497,7.3583,18.1467,-0.4837,0.0053,0.0018,2.6491,0.954,2.593,-0.0155,4.7242,0.034521,6.8398,14.8107,3.4521,4.0032,0.0,1104.225,1015.1282,904.5491,892.185,901.4081,139.4845,149.7731,9762.2875,5974.261,3433.5415,3157.8917,83.4192,87.1778,4177.1927,3609.6848,1922.0915,1195.863,58.5008,4.6592,5210.185159861062,2907.9763,2.84180577961703,1.7916876169062304,2009.327095974185,2.5775,0,0,0.27541299650988865,0.1534249780354218
238,5092.7508,5092.7508,12.25,11.7701,7198.2565,-23.0529,8.7601,17102.8385,2671.6352,6.7721,8.7601,12.7551,7.3631,19.014,-0.4799,0.0053,0.0018,2.6574,0.9568,2.599,-0.0152,4.7028,0.030937000000000003,6.4939,14.4944,3.0937,4.1,0.0,1121.8426,1028.6227,905.2829,887.6019,893.3574,137.7073,150.6966,9654.5166,5984.1768,3465.0438,3197.2636,91.0275,83.9078,3616.1409,3134.2265,1721.3247,1039.4032,58.3388,4.6884,5224.6532324970685,2910.4143,2.848534467924669,1.7951578991953476,2010.255187571015,2.5838,0,0,0.2946318763503407,0.16647799549141964
239,5092.5984,5092.5984,12.25,11.7764,7167.2696,-23.0529,9.988,16934.7115,2388.4197,7.2769,9.988,14.1128,8.5578,19.6299,-0.4736,0.0054,0.0018,2.671,0.9613,2.587,-0.0122,4.7995,0.038167,7.1916,15.1324,3.8167,4.0,0.0,1123.4439,1025.0612,885.7688,865.4799,870.2251,137.3499,146.7901,9249.5448,5680.4823,3383.9209,3103.7482,83.117,87.4074,3133.1458,2618.9294,1364.0302,885.5355,58.1706,4.7175,5239.760291281163,2912.9607,2.874061236279607,1.7987748009185813,2025.4195173100743,2.5748,0,0,0.30827987369120824,0.17596085518749952
240,5092.446,5092.446,12.25,11.7718,7173.4635,-23.0529,10.3856,16291.9068,2370.3008,7.4383,10.3856,14.5499,8.9437,19.4806,-0.4782,0.0054,0.0018,2.6791,0.964,2.5654,-0.0125,4.7965,0.051269,8.4557,16.2884,5.1269,4.0,0.0,1103.3379,1003.0115,858.2874,841.6715,849.5739,142.1108,150.528,9152.3512,5598.7184,3293.3229,3015.0096,93.0226,80.5575,2686.8778,2234.4441,1257.1873,754.7505,58.6114,4.7468,5200.353514845235,2906.3206,2.862709564534271,1.7893255108983057,2027.112152040709,2.5528999999999997,0,0,0.304971469724669,0.1736456186939674
241,5092.2936,5092.2936,12.25,11.7669,7197.0634,-23.0529,10.7296,16740.7191,2300.6407,7.5772,10.7296,14.9271,9.2772,20.2577,-0.4831,0.0053,0.0018,2.6926,0.9684,2.5447,-0.015,4.6869,0.063822,9.6671,17.3961,6.3822,4.0,0.0,1038.049,937.6942,791.9704,789.5396,808.2413,142.055,153.675,9180.3369,5585.4351,3302.9063,3040.0096,81.7266,77.1955,2751.8293,2282.828,1184.2673,754.5419,59.5913,4.7765,5114.840589146403,2878.465,2.8505529268380116,1.7769333422399163,2009.9974807035808,2.5297,0,0,0.32219156833416435,0.1858133673341087
